ID,LOAN__ACCOUNT_TYPE__C,LOAN__APPLICATION_DATE__C,LOAN__APPROVAL_DATE__C,LOAN__BRANCH__C,LOAN__CLIENT__C,LOAN__CLOSED_DATE__C,LOAN__CO_APPLICANT__C,LOAN__COLLATERAL_NOTES__C,LOAN__COLLATERAL_TYPE__C,LOAN__CURRENT_LOAN_OFFICER__C,LOAN__DISBURSAL_DATE__C,LOAN__EXPECTED_DISBURSAL_DATE__C,LOAN__EXPECTED_REPAYMENT_START_DATE__C,LOAN__FEE_ACCRUED__C,LOAN__FEE_SET__C,LOAN__FEES_PAID__C,LOAN__FEES_REMAINING__C,LOAN__FEES_SUSPENDED__C,LOAN__FIRST_INSTALLMENT_DATE__C,LOAN__FREQUENCY_OF_LOAN_PAYMENT__C,LOAN__FUNDER__C,LOAN__GRACE_PERIOD_FOR_REPAYMENTS__C,LOAN__GROUP__C,LOAN__GUARANTOR__C,LOAN__INCOME_SUSPENDED__C,LOAN__INTEREST_ACCRUED_NOT_DUE__C,LOAN__INTEREST_CALCULATION_METHOD__C,LOAN__INTEREST_ON_OVERDUE_PAID__C,LOAN__INTEREST_ON_OVERDUE_SUSPENDED__C,LOAN__INTEREST_ON_TOTAL_OVERDUE__C,LOAN__INTEREST_PAID__C,LOAN__INTEREST_RATE__C,LOAN__INTEREST_REMAINING__C,LOAN__INTEREST_SUSPENDED__C,LOAN__LAST_INSTALLMENT_DATE__C,LOAN__LOANCNT__C,LOAN__LOAN_AMOUNT__C,LOAN__LOAN_CYCLE_COUNT__C,LOAN__LOAN_PRODUCT_NAME__C,LOAN__LOAN_PURPOSE__C,LOAN__LOAN_STATUS__C,LOAN__NEXT_INSTALLMENT_DATE__C,LOAN__NEXT_REPAYMENT_AMOUNT_AS_OF_TODAY__C,LOAN__NUMBER_OF_DAYS_OVERDUE__C,LOAN__NUMBER_OF_INSTALLMENTS__C,LOAN__OVERDUE_AMOUNT_AS_OF_TODAY__C,LOAN__OVERDUE_INTEREST_RATE__C,LOAN__OVERDUE_INTEREST__C,LOAN__OVERDUE_PENALTY__C,LOAN__OVERDUE_PRINCIPAL__C,LOAN__PAY_OFF_AMOUNT_AS_OF_TODAY__C,LOAN__PENALTY_PAID__C,LOAN__PENALTY_REMAINING__C,LOAN__PREVIOUS_INSTALLMENT_DATE__C,LOAN__PRINCIPAL_PAID__C,LOAN__PRINCIPAL_REMAINING__C,LOAN__REPAYMENT_PROCEDURE__C,LOAN__REPAYMENT_TIED_TO_MEETING_SCHEDULE__C,LOAN__SAVINGS_ACCOUNT__C,LOAN__SAVINGS_PRODUCT__C,LOAN__SOURCE_LOAN_OFFICER__C,LOAN__SUSPENDED__C,LOAN__UNCLEARED_DISBURSAL_AMOUNT__C,LOAN__UNCLEARED_REPAYMENT_AMOUNT__C,LOAN__UNCLEARED_WRITTEN_OFF_AMOUNT__C,LOAN__TOTAL_OVERDUE_FEES__C,LOAN__AVERAGE_MONTHLY_INCOME__C,LOAN__IS_RESCHEDULED__C,LOAN__NEW_FIELD_3__C,LOAN__CONTACT__C,LOAN__ACCOUNT__C,LOAN__INTEREST_ONLY_PERIOD__C,LOAN__BALLOON_PAYMENT__C,LOAN__TIME_COUNTING_METHOD__C,LOAN__PAYMENT_AMOUNT__C,LOAN__PAYMENT_TOLERANCE_START_DATE__C,LOAN__PAYMENT_TOLERANCE_END_DATE__C,LOAN__PAYMENT_TOLERANCE_RATE__C,LOAN__RATE_CHANGE_DT_NEXT__C,LOAN__INTEREST_RATE_LAST__C,LOAN__RATE_CHANGE_DT_LAST__C,LOAN__TOTAL_DUE_CHARGES__C,LOAN__ACCRUAL_START_DAYS__C,LOAN__ACCRUAL_START_DATE__C,LOAN__LAST_ACCRUAL_DATE__C,LOAN__DUE_DAY__C,LOAN__OLDEST_DUE_DATE__C,LOAN__INVALID_DATA__C,LOAN__NEXT_DUE_GENERATION_DATE__C,LOAN__PRE_BILL_DAYS__C,LOAN__PMT_AMT_CUR__C,LOAN__RESERVE_AMOUNT_FOR_NEXT_DUE__C,LOAN__DELINQUENT_AMOUNT__C,LOAN__DELINQUENCY_GRACE_DAYS__C,LOAN__MATURITY_DATE_CURRENT__C,LOAN__WRITE_OFF_TOLERANCE_AMOUNT__C,LOAN__EXCESS__C,LOAN__PRINCIPAL_ADJUSTMENT__C,LOAN__ACCRUAL_STOP_INDICATOR__C,LOAN__ACH_ROUTING_NUMBER__C,LOAN__ACH_ACCOUNT_NUMBER__C,LOAN__ACH_ACCOUNT_TYPE__C,LOAN__ACH_BANK_NAME__C,LOAN__ACH_DEBIT_AMOUNT__C,LOAN__ACH_FREQUENCY__C,LOAN__ACH_START_DATE__C,LOAN__ACH_END_DATE__C,LOAN__ACH_NEXT_DEBIT_DATE__C,LOAN__TERM_CUR__C,LOAN__ACH_ON__C,LOAN__ACH_BANK__C,LOAN__PAYOFF_FEE_INDICATOR__C,LOAN__PREPAYMENT_PENALTY_INDICATOR__C,LOAN__EARLY_PRE_PAYMENT_PENALTY_INDICATOR__C,LOAN__LAST_TRANSACTION_TIMESTAMP__C,LOAN__LAST_TRANSACTION_TYPE__C,LOAN__ACH_DEBIT_DAY__C,LOAN__OT_ACH_ACCOUNT_NUMBER__C,LOAN__OT_ACH_ACCOUNT_TYPE__C,LOAN__CHARGED_OFF_PRINCIPAL__C,LOAN__OT_ACH_DEBIT_DATE__C,LOAN__OT_ACH_FEE_AMOUNT__C,LOAN__OT_ACH_PAYMENT_AMOUNT__C,LOAN__OT_ACH_ROUTING_NUMBER__C,LOAN__OT_ACH_DRAWER_ADDRESS1__C,LOAN__OT_ACH_DRAWER_ADDRESS2__C,LOAN__OT_ACH_DRAWER_CITY__C,LOAN__OT_ACH_DRAWER_NAME__C,LOAN__OT_ACH_DRAWER_STATE__C,LOAN__OT_ACH_DRAWER_ZIP__C,LOAN__OT_ACH_RELATIONSHIP_TYPE__C,LOAN__OT_ACH_BANK_NAME__C,LOAN__LA_MATURED_FLAG__C,LOAN__LA_DELINQUENCY_FLAG__C,LOAN__LA_AMORTIZATION_CALCULATION_METHOD__C,LOAN__LA_AMORTIZATION_FREQUENCY__C,LOAN__LA_AMORTIZED_BALANCE_TYPE__C,LOAN__LA_AMORTIZATION_ENABLED__C,LOAN__LA_NEXT_AMORTIZATION_DATE__C,LOAN__INTEREST_ESTIMATED__C,LOAN__CHARGED_OFF_FEES__C,LOAN__CHARGED_OFF_INTEREST__C,LOAN__PREPAYMENT_METHOD__C,LOAN__PREPAYMENT_VALUE__C,LOAN__ORIGIN_SOURCE__C,LOAN__METRO2_ACCOUNT_TYPE_CODE__C,LOAN__METRO2_PORTFOLIO_TYPE__C,LOAN__METRO2_ACCOUNT_STATUS_CODE__C,LOAN__INCLUDE_IN_METRO2_FILE__C,LOAN__METRO2_PAYMENT_RATING__C,LOAN__METRO2_PAYMENT_HISTORY__C,LOAN__PREPAYMENT_PENALTY_PERIODS__C,LOAN__METRO2_SPECIAL_COMMENT__C,LOAN__ACTIVE_INVESTOR__C,LOAN__METRO2_ACCOUNT_HIGHEST_BAL_AMOUNT__C,LOAN__LAST_PAYMENT_DATE__C,LOAN__METRO2_ACCOUNT_PMT_HISTORY_DATE__C,LOAN__METRO2_FIRST_DELINQUENCY_DATE__C,LOAN__LOAN_EFFECTIVE_DATE__C,LOAN__METRO2_COMPLIANCE_CONDITION_CODE__C,LOAN__LAST_PAYMENT_AMOUNT__C,LOAN__PRE_PAID_INTEREST_AMOUNT__C,LOAN__PRE_PAID_INTEREST_PAID_TILL_DATE__C,LOAN__METRO2_CONSUMER_INFORMATION_CODE__C,LOAN__METRO2_CCCD_DATE__C,LOAN__METRO2_CIIC_DATE__C,LOAN__PRINCIPAL_ADJUSTMENT_SUBTRACT__C,LOAN__ACH_DRAWER_NAME__C,LOAN__ACH_RELATIONSHIP_TYPE__C,LOAN__MIGRATION_DATE__C,LOAN__INTEREST_WAIVED__C,LOAN__ACCRUE_PAST_MATURITY__C,LOAN__CONTRACTUAL_DUE_DAY__C,LOAN__CONTRACTUAL_INTEREST_RATE__C,LOAN__CHARGED_OFF_DATE__C,LOAN__FRACTIONALIZATION_STATUS__C,LOAN__APR__C,LOAN__INTEREST_RATE_PAST_MATURITY__C,LOAN__LAST_ADVANCE_DATE__C,LOAN__NEXT_CRB_PAYMENT_PROFILE_DATE__C,LOAN__PRODUCT_TYPE__C,LOAN__PRINCIPAL_POSTED__C,LOAN__INTEREST_POSTED__C,LOAN__REPAYMENT_TERM_PAYMENT_PERCENT__C,LOAN__CREDIT_LIMIT_CURRENT__C,LOAN__MAXIMUM_ADVANCE_AMOUNT__C,LOAN__MINIMUM_ADVANCE_AMOUNT__C,LOAN__MAXIMUM_DRAW_AMOUNT__C,LOAN__MINIMUM_DRAW_AMOUNT__C,LOAN__PERIODIC_FEE__C,loan__Next_Commission_Payment_Date__c,loan__Disbursal_Amount__c,loan__Draw_Billing_Method__c,loan__Repayment_Billing_Method__c,loan__Draw_Period_Interest_Calculation__c,loan__Repayment_Period_Interest_Calculation__c,loan__Draw_Term_Payment_Percent__c,loan__draw_term__c,loan__Credit_Limit__c,LOAN__Loan_Account_External_Id__c
lp1_AmortFee,,4/14/2013,,Br1,,,,,,,4/14/2013,4/14/2013,4/16/2013,0,fs1,0,0,0,4/16/2013,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,10,0,0,8/16/2013,1,5000,,lp1,p1,Active - Good Standing,4/16/2013,0,0,5,0,,0,0,0,5000,0,0,,0,5000,Equal Monthly Installments,FALSE,,,,FALSE,0,0,,0,,FALSE,,c1,,0,0,Actual Days,1017.22,,,0,12/31/3000,10,4/14/2013,0,0,4/14/2013,4/14/2013,16,,FALSE,4/16/2013,0,1017.22,0,0,10,8/16/2013,0,0,0,FALSE,,,,,,,,,,5,FALSE,,FALSE,FALSE,FALSE,2013-04-14T09:05:04.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,4/30/2013,86.08,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,5000,,4/14/2013,,4/14/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,16,10,,Pending,0,,,5/1/2013,Loan,0,0,0,0,0,0,0,0,TRUE,,5000,,,,,,,,lp1_AmortFee
lp2_AmortFee,,4/14/2013,,Br1,,,,,,,4/14/2013,4/14/2013,4/16/2013,0,fs1,0,0,0,4/16/2013,Weekly,,0,,,0,0,Declining Balance,0,0,0,0,10,0,0,5/14/2013,1,5000,,lp1,p1,Active - Good Standing,4/16/2013,0,0,5,0,,0,0,0,5000,0,0,,0,5000,Equal Monthly Installments,FALSE,,,,FALSE,0,0,,0,,FALSE,,c1,,0,0,Actual Days,1004.39,,,0,12/31/3000,10,4/14/2013,0,0,4/14/2013,4/14/2013,16,,FALSE,4/16/2013,0,1004.39,0,0,10,5/14/2013,0,0,0,FALSE,,,,,,,,,,5,FALSE,,FALSE,FALSE,FALSE,2013-04-14T09:11:22.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,4/30/2013,21.93,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,5000,,4/14/2013,,4/14/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,16,10,,Pending,0,,,5/1/2013,Loan,0,0,0,0,0,0,0,0,TRUE,,5000,,,,,,,,lp2_AmortFee
l13_broker_4,,4/1/2013,,Br1,,,,,,,4/1/2013,4/1/2013,5/1/2013,0,fs1,0,0,0,5/1/2013,Monthly,,0,,,0,66.01,Declining Balance,0,0,0,81.10076938,10,0,0,9/1/2013,1,10000,,lp1,p1,Active - Good Standing,6/1/2013,0,0,5,0,,0,0,0,8096.750769,0,0,5/1/2013,1969.259231,8030.740769,Equal Monthly Installments,FALSE,,,,FALSE,0,0,,0,,FALSE,,c1,,0,0,Actual Days,2050.36,,,0,12/31/3000,10,4/1/2013,0,0,4/1/2013,4/1/2013,1,6/1/2013,FALSE,6/1/2013,0,2050.36,0,0,0,9/1/2013,0,0,0,FALSE,,,,,,,,,,5,FALSE,,FALSE,FALSE,FALSE,2013-05-01T12:12:04.000Z,Payment Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,251.79,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,10000,5/1/2013,4/1/2013,,4/1/2013,UNDEFINED,1550.36,0,,UNDEFINED,,,0,,,,0,TRUE,1,10,,Pending,0,,,5/1/2013,Loan,0,0,,0,0,0,,,FALSE,5/31/2013,10000,,,,,,,,l13_broker_4
l13_broker_5,,4/1/2013,,Br1,,,,,,,4/1/2013,4/1/2013,5/1/2013,0,fs1,0,0,0,5/1/2013,Monthly,,0,,,0,66.01,Declining Balance,0,0,0,81.10076938,10,0,0,9/1/2013,1,10000,,lp1,p1,Active - Good Standing,6/1/2013,0,0,5,0,,0,0,0,8096.750769,0,0,5/1/2013,1969.259231,8030.740769,Equal Monthly Installments,FALSE,,,,FALSE,0,0,,0,,FALSE,,c1,,0,0,Actual Days,2050.36,,,0,12/31/3000,10,4/1/2013,0,0,4/1/2013,4/1/2013,1,6/1/2013,FALSE,6/1/2013,0,2050.36,0,0,0,9/1/2013,0,0,0,FALSE,,,,,,,,,,5,FALSE,,FALSE,FALSE,FALSE,2013-05-01T12:12:04.000Z,Payment Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,251.79,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,10000,5/1/2013,4/1/2013,,4/1/2013,UNDEFINED,1550.36,0,,UNDEFINED,,,0,,,,0,TRUE,1,10,,Pending,0,,,5/1/2013,Loan,0,0,,0,0,0,,,FALSE,5/31/2013,10000,,,,,,,,l13_broker_5
l15_Loc1,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,2/1/2013,0,fs1,0,0,0,2/1/2013,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,6,0,0,11/1/2013,1,,0,loc1,p1,Approved,2/1/2013,0,,10,0,,0,0,0,0,0,0,,0,0,Equal Monthly Installments,FALSE,,,,FALSE,,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,,,,0,0,,,1,,FALSE,,3,0,0,0,0,11/1/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,,,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,,,0,0,,0,None,,Installment,,FALSE,,,0,,FALSE,0,,,,,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,FALSE,1,6,,Pending,,,,,Line of Credit,0,0,8,,0,0,20000,0,FALSE,,0,Interest Only,Principal Plus Interest,,,5,3,6000,l15_Loc1
l15_Loc2,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,2/1/2013,0,fs1,0,0,0,2/1/2013,Monthly,,0,,,0,7,Declining Balance,0,0,0,0,6,0,0,11/1/2013,1,,0,loc1,p1,Active - Good Standing,2/1/2013,0,0,10,0,,0,0,0,3007,0,0,,0,3000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,6,1/1/2013,0,0,1/1/2013,,1,2/1/2013,FALSE,1/29/2013,3,0,0,0,0,11/1/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-01T11:23:11.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,3000,,1/1/2013,,1/1/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,1,6,,Pending,,,,2/1/2013,Line of Credit,0,0,8,6000,0,0,20000,50,FALSE,,0,Percentage Of Remaining Balance,Interest Only,,,5,3,6000,l15_Loc2
l15_Loc3,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,2/1/2013,0,fs1,0,0,0,2/1/2013,Monthly,,0,,,0,7,Declining Balance,0,0,0,0,6,0,0,11/1/2013,1,,0,loc1,p1,Active - Good Standing,2/1/2013,0,0,10,0,,0,0,0,3007,0,0,,0,3000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,6,1/1/2013,0,0,1/1/2013,,1,2/1/2013,FALSE,1/29/2013,3,0,0,0,0,11/1/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-01T11:22:49.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,3000,,1/1/2013,,1/1/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,1,6,,Pending,,,,2/1/2013,Line of Credit,0,0,8,6000,0,0,20000,50,FALSE,,0,Interest Only,Percentage Of Remaining Balance,,,5,3,6000,l15_Loc3
l15_Loc4,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,1/4/2013,0,fs1,0,0,0,1/4/2013,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,8,0.67,0,6/4/2013,1,,0,loc1,p1,Active - Good Standing,2/4/2013,0,,6,0,,0,0,,0,6000,0,1/4/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,1/1/2013,0,0,1/1/2013,,4,,FALSE,2/2/2013,2,0,0,0,0,6/4/2013,0,0,0,FALSE,,,,,,,,,,6,FALSE,,FALSE,FALSE,FALSE,2013-01-12T11:15:43.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,6000,,1/1/2013,,1/1/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,4,8,,Pending,,,,2/1/2013,Line of Credit,0,0,8,6000,0,0,100000,0,FALSE,,0,Interest Only,Principal Plus Interest,Compounding Interest,Compounding Interest,5,2,6000,l15_Loc4
l15_Loc5,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,1/7/2013,0,fs1,0,0,0,1/7/2013,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,8,4,0,7/7/2013,1,,0,loc1,p1,Active - Good Standing,2/7/2013,0,,7,0,,0,0,,0,6000,0,1/7/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,1/1/2013,0,0,1/1/2013,,7,,FALSE,2/5/2013,2,0,0,0,0,7/7/2013,0,0,0,FALSE,,,,,,,,,,7,FALSE,,FALSE,FALSE,FALSE,2013-01-12T11:16:16.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,6000,,1/1/2013,,1/1/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,7,8,,Pending,,,,2/1/2013,Line of Credit,0,0,8,6000,0,0,100000,0,FALSE,,0,Principal Plus Interest,Interest Only,Compounding Interest,Compounding Interest,5,3,6000,l15_Loc5
l15_Loc6,,1/1/2013,,Br1,,,,,,,1/1/2013,1/1/2013,1/7/2013,0,fs1,0,0,0,1/7/2013,Monthly,,0,,,0,0,Declining Balance,0,0,0,0,8,3.111111111,0,10/7/2013,1,,0,loc1,p1,Active - Good Standing,2/7/2013,0,,10,0,,0,0,,0,6000,0,1/7/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,1/1/2013,0,0,1/1/2013,,7,,FALSE,2/5/2013,2,0,0,0,0,10/7/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-12T11:18:43.000Z,Disbursal Transaction,,,,0,,,,,,,,,,,,,FALSE,FALSE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,11,FALSE,0,0,0,,FALSE,6000,,1/1/2013,,1/1/2013,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,7,8,,Pending,,,,2/1/2013,Line of Credit,0,0,8,6000,0,0,100000,0,FALSE,,0,Principal Plus Interest,Percentage Of Remaining Balance,Simple Interest,Simple Interest,5,3,6000,l15_Loc6
l15_Loc7,,11/3/2012,,Br1,,,,,,,11/3/2012,11/3/2012,11/15/2012,0,fs1,0,0,0,11/15/2012,Monthly,,0,,,0,2.67,Declining Balance,0,0,0,0,8,66.56043138,0,8/15/2013,1,0,0,loc1,p1,Active - Bad Standing,2/15/2013,0,61,10,0,,0,0,0,6072.942593,0,0,1/15/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,11/3/2012,0,0,11/3/2012,,15,11/15/2012,FALSE,2/13/2013,2,0,0,30.27259259,0,8/15/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-13T10:18:35.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,71,FALSE,1,1,0,,FALSE,6000,,11/3/2012,11/15/2012,11/3/2012,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,15,8,,Pending,,,,2/1/2013,Line of Credit,,,,6000,0,0,100000,0,FALSE,,0,Interest Only,Interest Only,Compounding Interest,Simple Interest,5,3,6000,l15_Loc7
l15_Loc8,,11/3/2012,,Br1,,,,,,,11/3/2012,11/3/2012,11/15/2012,0,fs1,0,0,0,11/15/2012,Monthly,,0,,,0,2.67,Declining Balance,0,0,0,0,8,66.56043138,0,8/15/2013,1,0,0,loc1,p1,Active - Bad Standing,2/15/2013,0,61,10,0,,0,0,0,6072.942593,0,0,1/15/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,11/3/2012,0,0,11/3/2012,,15,11/15/2012,FALSE,2/13/2013,2,0,0,30.27259259,0,8/15/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-13T10:18:35.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,71,FALSE,1,1,0,,FALSE,6000,,11/3/2012,11/15/2012,11/3/2012,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,15,8,,Pending,,,,2/1/2013,Line of Credit,,,,6000,0,0,100000,0,FALSE,,0,Interest Only,Percentage Of Remaining Balance,Compounding Interest,Simple Interest,5,3,6000,l15_Loc8
l15_Loc9,,11/3/2012,,Br1,,,,,,,11/3/2012,11/3/2012,11/15/2012,0,fs1,0,0,0,11/15/2012,Monthly,,0,,,0,2.67,Declining Balance,0,0,0,0,8,62.37305615,0,8/15/2013,1,0,0,loc1,p1,Active - Bad Standing,2/15/2013,0,61,10,0,,0,0,0,6069.381111,0,0,1/15/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,11/3/2012,0,0,11/3/2012,,15,11/15/2012,FALSE,2/13/2013,2,0,0,26.71111111,0,8/15/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-13T10:18:35.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,71,FALSE,1,1,0,,FALSE,6000,,11/3/2012,11/15/2012,11/3/2012,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,15,8,,Pending,,,,2/1/2013,Line of Credit,,,,6000,0,0,100000,0,FALSE,,0,Interest Only,Principal Plus Interest,Compounding Interest,Simple Interest,5,3,6000,l15_Loc9
l15_Loc10,,11/3/2012,,Br1,,,,,,,11/3/2012,11/3/2012,11/15/2012,0,fs1,0,0,0,11/15/2012,Monthly,,0,,,0,2.67,Declining Balance,0,0,0,0,8,67.34767025,0,8/15/2013,1,0,0,loc1,p1,Active - Bad Standing,2/15/2013,0,61,10,0,,0,0,0,6073.781111,0,0,1/15/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,11/3/2012,0,0,11/3/2012,,15,11/15/2012,FALSE,2/13/2013,2,0,0,351.9444444,0,8/15/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-13T10:18:35.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,71,FALSE,1,1,0,,FALSE,6000,,11/3/2012,11/15/2012,11/3/2012,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,15,8,,Pending,,,,2/1/2013,Line of Credit,,,,6000,0,0,100000,0,FALSE,,0,Percentage Of Remaining Balance,Interest Only,Simple Interest,Compounding Interest,5,3,6000,l15_Loc10
l15_Loc11,,11/3/2012,,Br1,,,,,,,11/3/2012,11/3/2012,11/15/2012,0,fs1,0,0,0,11/15/2012,Monthly,,0,,,0,2.67,Declining Balance,0,0,0,0,8,78.07571326,0,8/15/2013,1,0,0,loc1,p1,Active - Bad Standing,2/15/2013,0,61,10,0,,0,0,0,6082.736667,0,0,1/15/2013,0,6000,Equal Monthly Installments,FALSE,,,,FALSE,0,,,0,,FALSE,,c1,,0,0,Month And Days,0,,,0,12/31/3000,8,11/3/2012,0,0,11/3/2012,,15,11/15/2012,FALSE,2/13/2013,2,0,0,490.0666667,0,8/15/2013,0,0,0,FALSE,,,,,,,,,,10,FALSE,,FALSE,FALSE,FALSE,2013-01-13T10:18:35.000Z,Billing,,,,0,,,,,,,,,,,,,FALSE,TRUE,Interest Bearing,Monthly,Interest,TRUE,12/31/3000,,0,0,,0,None,,Installment,71,FALSE,1,1,0,,FALSE,6000,,11/3/2012,11/15/2012,11/3/2012,UNDEFINED,0,0,,UNDEFINED,,,0,,,,0,TRUE,15,8,,Pending,,,,2/1/2013,Line of Credit,,,,6000,0,0,100000,0,FALSE,,0,Principal Plus Interest,Principal Plus Interest,Compounding Interest,Compounding Interest,5,3,6000,l15_Loc11
